"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6217836","DIAR DE PRODUCTOS APICOLAS","DIAR DEE PRODUCTOS Y MATERIALES APICOLAS, S. DE R.L.","431194","Comercio al por mayor de miel","0 a 5 personas","CALLE","5 DE MAYO","AVENIDA","4 ORIENTE",,"8 ORIENTE","CALLE","3 NORTE","409","A",,,"8",,"COLONIA","CENTRO",,"PLAZA COMERCIAL LA VICTORIA",,"72000","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza                                                                                    ","0412","004",,,,"Fijo","19.04671606","-98.19732932","2010-07"
"3307831","APÍCOLA RAMASO","APÍCOLA RAMASO, S.A. DE C.V.","461190","Comercio al por menor de otros alimentos","11 a 30 personas","AVENIDA","MATAMOROS","PRIVADA","NINGUNO","CALLE","SAN DIEGO","CALLE","PINO SUAREZ","0","SN",,,,,"SECCIÓN","QUINTA",,,,"75159","21","PUEBLA","004","Acatzingo","0002","Actipan de Morelos (Santa María Actipan)                                                                      ","0321","007",,,,"Fijo","18.9722874","-97.80683171","2014-12"
"3641004","APÍCOLA DZIUCHÉ",,"431194","Comercio al por mayor de miel","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","26","CALLE","24","0","SN",,,,,"COLONIA","CHICHAN KANAAB",,,,"77800","23","QUINTANA ROO","006","José María Morelos","0051","Dziuché                                                                                                       ","058A","029",,,,"Fijo","19.89116051","-88.80505783","2014-12"
"3614751","SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA APICOLA MORELENSE, S.C. DE RL","SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA APICOLA MORELENSE SC DE RL","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","45 HUAY MAX","CALLE","NINGUNO","CALLE","34 TEPICH","CALLE","SANTIAGO PACHECO","0","SN",,,,,"COLONIA","JAVIER ROJO GÓMEZ",,,,"77890","23","QUINTANA ROO","006","José María Morelos","0069","José María Morelos                                                                                            ","0359","023","9971021578",,,"Fijo","19.74609799","-88.7022457","2010-07"
"3640449","DESARROLLO Y CONSULTORÍA APICOLA",,"541690","Otros servicios de consultoría científica y técnica","6 a 10 personas","AVENIDA","IGNACIO MANUEL ALTAMIRANO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","93","0","SN",,,,,"COLONIA","PLAN DE AYALA",,,,"77220","23","QUINTANA ROO","002","Felipe Carrillo Puerto","0001","Felipe Carrillo Puerto                                                                                        ","1057","016",,,,"Fijo","19.58362232","-88.0327622","2014-12"
"3721537","PRODUCTOS APÍCOLAS",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","MELCHOR OCAMPO","CALLE","PIEDAD","CALLE","ÁLVARO OBREGÓN","CALLE","CUAUHTÉMOC","0","SN",,,,,"COLONIA","CENTRO",,,,"79590","24","SAN LUIS POTOSÍ        ","043","Tierra Nueva","0001","Tierra Nueva                                                                                                  ","0094","015",,,,"Fijo","21.66893217","-100.57408726","2014-12"
"3828090","OSAKO","COMERCIALIZADORA APÍCOLA INTERNACIONAL, S.A. DE C.V.","311999","Elaboración de otros alimentos","0 a 5 personas","AVENIDA","DE LA MARINA",,"JOSELITO HUERTA","PRIVADA","LAS CONCHAS","CALLE","FRANCISCO SOLIS","200",,,,,,"COLONIA","JARDINES DEL TOREO",,,,"82120","25","SINALOA","012","Mazatlán","0001","Mazatlán                                                                                                      ","1777","015","6691120422","VENTAS@MILOSAKO.COM","WWW.MIELOSAKO.COM","Fijo","23.24877225","-106.43623784","2014-12"
"3784084","COMERCIALIZADORA APÍCOLA INTERNACIONAL, S.A. DE C.V.","COMERCIALIZADORA APÍCOLA INTERNACIONAL, S.A. DE C.V.","434111","Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CALLE","CHIHUAHUA","CALLE","FRANCISCO SOLÍS","AVENIDA","QUERÉTARO","CALLE","OAXACA","1125",,,,,,"COLONIA","SÁNCHEZ CELIS",,,,"82120","25","SINALOA","012","Mazatlán","0001","Mazatlán                                                                                                      ","0035","044","016699833018","VENTAS@MIELOSAKO.COM","WWW.MIELOSAKO.COM","Fijo","23.24394341","-106.42780981","2012-06"
"3787725","APICOLA MELISSA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","BOULEVARD","GABRIEL LEYVA SOLANO","AVENIDA","JESÚS ANDRADE","AVENIDA","GENERAL RAMÓN CORONA","CALLE","AGUSTÍN LARA","213","1",,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales                                                                                              ","3418","012","6677169770","MIELREAL@PRODIGY.NET.MX",,"Fijo","24.80279053","-107.39133846","2010-07"
"3797827","APÍCOLA SUSY","APÍCOLA SUSY, S.A.","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","GABRIEL LEYVA SOLANO","CALLE","AYUNTAMIENTO","CALLE","ALEJANDRO PEÑA","CALLE","JUSTO SIERRA","402",,,,,"SN","COLONIA","GABRIEL LEYVA SOLANO",,,,"81270","25","SINALOA","001","Ahome","0001","Los Mochis                                                                                                    ","0417","002","6681620304",,,"Fijo","25.77678311","-109.00382469","2014-12"
"3767759","MIEL FUERTE","APICOLA FUERTE, S.P.R. DE R.I.","464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","BOULEVARD","JIQUILPAN","CALLE","VICENTE GUERRERO","CALLE","GENERAL ÁNGEL FLORES","BOULEVARD","JIQUILPAN","594",,,,,"SN","COLONIA","JIQUILPAN","ZONA INDUSTRIAL","SIN NOMBRE","594-3","81220","25","SINALOA","001","Ahome","0001","Los Mochis                                                                                                    ","014A","024",,,,"Fijo","25.80294054","-108.98827457","2010-07"
"3827504","OSAKO","COMERCIALIZADORA APICOLA, S.A. DE C.V.","461160","Comercio al por menor de dulces y materias primas para repostería","0 a 5 personas","AVENIDA","APOLO","AVENIDA","REFORMA","CALLE","ÁLAMO","AVENIDA","DE LA UNIVERSIDAD","0","SN",,,,,"FRACCIONAMIENTO","ALAMEDA","CENTRO O PLAZA COMERCIAL","LA GRAN PLAZA","ISLA ND","82126","25","SINALOA","012","Mazatlán","0001","Mazatlán                                                                                                      ","1870","030","6699833018","OSAKO1@GMAIL.COM","WWW.MIELOSAKO.COM","Semifijo","23.23819395","-106.43798445","2014-12"
"3913258","MINIABARROTES SIN NOMBRE",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","APÍCOLA",,,,"85600","26","SONORA","052","Sahuaripa","0001","Sahuaripa                                                                                                     ","0529","039",,,,"Fijo","29.05292072","-109.23954895","2014-12"
"3946536","SUPER EL RODEO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","IGNACIO ALLENDE",,"NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","APICOLA",,,,"85600","26","SONORA","052","Sahuaripa","0001","Sahuaripa                                                                                                     ","0529","050",,,,"Fijo","29.05209273","-109.23934877","2010-07"
"4083614","GRUPO DE PRODUCTORES APICOLAS DE GUAYALEJO","GRUPO DE PRODUCTORES APICOLAS DE GUAYALEJO","541190","Servicios de apoyo para efectuar trámites legales","0 a 5 personas","CALLE","LICENCIADO BENITO JUÁREZ","CALLE","VICENTE GUERRERO","CALLE","PEDRO JOSÉ MÉNDEZ","CALLE","LICENCIADO BENITO JUÁREZ","0","SN",,,,,"SECTOR","CENTRO",,,,"87200","28","TAMAULIPAS","019","Llera","0001","Llera de Canales                                                                                              ","0294","010","8323230088",,,"Fijo","23.31750471","-99.02192524","2014-12"
"4145536","HARINAS Y PRODUCTOS APICOLAS SIN NOMBRE",,"311423","Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación","0 a 5 personas","CALLE","OCAMPO","CALLE","GALEANA","CALLE","MATAMOROS","CALLE","20 DE NOVIEMBRE","0","SN",,,,,"BARRIO","FRANCISCO VILLA",,,,"90280","29","TLAXCALA","021","Nanacamilpa de Mariano Arista","0001","Ciudad de Nanacamilpa                                                                                         ","0085","006",,,,"Fijo","19.48969313","-98.53571348","2010-07"
"4184935","CARPINTERÍA DE CAJONES APICOLAS",,"321920","Fabricación de productos para embalaje y envases de madera","0 a 5 personas","PRIVADA","DE SAN JUAN SALVADOR","CARRETERA","SAN MARTÍN TEXMELUCAN - TLAXCALA","PRIVADA","SAN AGUSTÍN","CALLE","NINGUNO","0","SN",,,,,"PUEBLO","VILLALTA",,,,"90700","29","TLAXCALA","019","Tepetitla de Lardizábal","0009","Villa Alta                                                                                                    ","0104","002","2484899281",,,"Fijo","19.30078413","-98.40349321","2014-12"
"4449017","BECHI PREPARADOS APICOLAS",,"325412","Fabricación de preparaciones farmacéuticas","0 a 5 personas","AVENIDA","CONSTITUCIÓN","CALLE","TERÁN","CALLE","COLÓN","CALLE","ZAMORA","20","B",,,,,"COLONIA","CENTRO",,,,"91500","30","VERACRUZ DE IGNACIO DE LA LLAVE","038","Coatepec","0001","Coatepec                                                                                                      ","0206","028","2288167567",,,"Fijo","19.45579475","-96.95706155","2010-07"
"4229749","CARPINTERÍA APICOLA",,"321920","Fabricación de productos para embalaje y envases de madera","0 a 5 personas","BOULEVARD","PAPALOAPAN","CALLE","GABINO BARREDA","CALLE","ÁVILA CAMACHO","CALLE","RÍO ESTANSUELA","0","SN",,,,,"COLONIA","CENTRO",,,,"95427","30","VERACRUZ DE IGNACIO DE LA LLAVE","045","Cosamaloapan de Carpio","0015","Gabino Barreda                                                                                                ","0643","024","878780856",,,"Fijo","18.18042789","-96.09053107","2010-07"
"4347170","IMPLEMENTOS APICOLAS LUZ ESTRELLA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","INSURGENTES","CALLE","FRANCISCO VILLA","CALLE","15 DE SEPTIEMBRE","CALLE","16 DE SEPTIEMBRE","302",,,,,,"COLONIA","SAN CRISTOBAL",,,,"96240","30","VERACRUZ DE IGNACIO DE LA LLAVE","089","Jáltipan","0001","Jáltipan de Morelos                                                                                           ","0188","016",,,,"Fijo","17.97507356","-94.71283892","2014-12"
"4480667","PRODUCTOS APICOLAS LA FAMILIA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","JUAN DE LA LUZ ENRÍQUEZ","CALLE","PRIMO VERDAD","CALLE","LEANDRO VALLE","CALLE","IGNACIO ZARAGOZA","32",,,,,"SN","COLONIA","CENTRO","PASAJE Y ANDADOR COMERCIAL","ENRIQUEZ","SN","91000","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez                                                                                               ","0215","045",,,,"Semifijo","19.52742741","-96.92144755","2010-07"
"4449135","ZAYOLI PRODUCTOS APÍCOLAS","SOCIEDAD COOPERATIVA GRUPO DE AGROPRODUCTORES UNIDOS DEL CENTRO S.C. DE RL, C.V.","461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","CUAUHTÉMOC","AVENIDA","ALDAMA","AVENIDA","JUÁREZ","CALLE","16 DE SEPTIEMBRE","19",,,,,,"COLONIA","CENTRO",,,,"91500","30","VERACRUZ DE IGNACIO DE LA LLAVE","038","Coatepec","0001","Coatepec                                                                                                      ","0206","012","2281425484","TMTB21@HOTMAIL.COM","WWW.ZAYOLI.COM","Fijo","19.45290368","-96.95877902","2010-07"
"6280215","APICOLA MAYA DE YUCATAN","SOCIEDAD DE SOLIDARIDAD SOCIAL DE RL APICOLA MAYA DE YUCATAN","311999","Elaboración de otros alimentos","11 a 30 personas","NINGUNO","29",,"NINGUNO",,"NINGUNO",,"NINGUNO","1209","TABLAJE",,,,,"COLONIA","NINGUNO",,,,"97300","31","YUCATÁN       ","041","Kanasín","0277","Ninguno                                                                                                       ","0032","800",,,,"Fijo","20.90555556","-89.58583333","2010-07"
"4486570","APICOLA SANTA FE",,"339994","Fabricación de velas y veladoras","0 a 5 personas","CALLE","43","CALLE","56","CALLE","54","CALLE","41","413",,,,,,"COLONIA","CENTRO",,,,"97700","31","YUCATÁN       ","096","Tizimín","0001","Tizimín                                                                                                       ","0011","005","9868635210",,,"Fijo","21.14689427","-88.15360767","2010-07"
"4517377","AGROASOCIACIÓN APÍCOLA MUN HA","ASOCIACIÓN APÍCOLA MUN HA","431194","Comercio al por mayor de miel","0 a 5 personas","CALLE","25","CALLE","NINGUNO","CALLE","10","CALLE","25 A","0","SN",,,,,"COLONIA","TEPAKAN",,,,"97840","31","YUCATÁN       ","053","Muna","0001","Muna                                                                                                          ","0071","003",,,,"Fijo","20.48042146","-89.70120892","2010-07"
"4587389","IMPLEMENTO Y EQUIPO APICOLA UXMAL",,"435110","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","131","CALLE","88-A","CALLE","88","CALLE","129","0","SN",,,,,"COLONIA","EMILIANO ZAPATA SUR",,,,"97297","31","YUCATÁN       ","050","Mérida","0001","Mérida                                                                                                        ","3125","015","9999409536",,,"Fijo","20.92869941","-89.64671541","2011-03"
"4566920","SURTIDORA APÍCOLA",,"434112","Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas","0 a 5 personas","CALLE","67","CALLE","54","CALLE","52","CALLE","69","542",,,,,,"CIUDAD","CENTRO",,,,"97000","31","YUCATÁN       ","050","Mérida","0001","Mérida                                                                                                        ","0510","004","9999285281",,,"Fijo","20.9627925","-89.61987669","2010-07"
"4559204","TIENDA DE ARTÍCULOS APÍCOLAS LA COLMENA",,"435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","0 a 5 personas","CALLE","27","CALLE","24","CALLE","22","CALLE","25","0","SN",,,,,"COLONIA","LAS TRES CRUCES",,,,"97800","31","YUCATÁN       ","048","Maxcanú","0001","Maxcanú                                                                                                       ","0264","033",,,,"Fijo","20.57949763","-90.00230484","2014-12"
"4515407","APÍCOLA MAYA",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","AVENIDA","LEANDRO VALLE, CALLE 69","CALLE","24","CALLE","26","CALLE","71","286",,,,,,"COLONIA","AZCORRA","PLAZUELA COMERCIAL","PLAZA MAYA","6","97177","31","YUCATÁN       ","050","Mérida","0001","Mérida                                                                                                        ","0652","026",,,,"Fijo","20.95453205","-89.60030282","2010-07"
"4517412","ASOCIACIÓN APÍCOLA MUN HA","ASOCIACIÓN APÍCOLA MUN HA","461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","26","CALLE","17","CALLE","15","CALLE","28","0","SN",,,,,"COLONIA","CENTRO",,,,"97840","31","YUCATÁN       ","053","Muna","0001","Muna                                                                                                          ","0137","005",,,,"Fijo","20.48977718","-89.71279853","2010-07"
"4630021","ELABORACIÓN DE MATERIAL APICOLA",,"321920","Fabricación de productos para embalaje y envases de madera","0 a 5 personas","ANDADOR","L-2","CALLE","REFUGIO VÁZQUEZ","ANDADOR","T1","ANDADOR","L-1","112",,,,,,"FRACCIONAMIENTO","ISSSTEZAC",,,,"98087","32","ZACATECAS","056","Zacatecas","0001","Zacatecas                                                                                                     ","0754","026",,,,"Fijo","22.7592534","-102.59512374","2014-12"
"4647575","PRODUCTOS APICOLAS DE LA REGIÓN",,"461190","Comercio al por menor de otros alimentos","0 a 5 personas","CALLE","SAN LUIS","PROLONGACIÓN","FRANCISCO VILLA","CALLE","DE LOS LIBRES","PASAJE","ZARAGOZA","1",,,,"115",,"COLONIA","CENTRO",,"MERCADO MUNICIPAL BENITO JUÁREZ",,"99300","32","ZACATECAS","020","Jerez","0001","Jerez de García Salinas                                                                                       ","0234","009",,,,"Fijo","22.6489824","-102.98839788","2010-07"
