id,nomb_ue,razon_soc,cod_scian,nom_activ,pers_ocup,tipo_vial,nomb_vial,tipo_evial,nom_evial,tip_evial2,nom_evial2,tip_evial3,nom_evial3,num_ext,letra_ext,edificio,edif_piso,num_int,letra_int,tipo_asent,nomb_asent,tipo_cc,c_ind_cc,num_local,cp,cve_ent,ent_fed,cve_mun,mun,cve_loc,loc,ageb,mza,tel,e_mail,web_site,tipo_estab,lat,lon,fecha_denu
9092809,TIENDA DE VENTA DE PRODCUTOS DE MIEL Y DERIVADOS,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,GUADALUPE VICTORIA,CALLE,PRIVADA GUADALUPE VICTORIA,CALLE,MELCHOR OCAMPO,CALLE,P. A. NAVA,114,,,,,,COLONIA,CENTRO,,,,38300,11,GUANAJUATO,11,Cortazar,1,Cortazar,55,2,,,,Fijo,20.48512104,-100.962276,2019-11
7368249,TIENDA NATURISTA LA MIEL,,464113,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,CALLE,FEDERICO MEDRANO,CALLE,MELCHOR OCAMPO,CALLE,MANUEL DOBLADO,CALLE,MIGUEL HIDALGO,202,A,,,,,COLONIA,CENTRO,,,,36300,11,GUANAJUATO,31,San Francisco del Rincón,1,San Francisco del Rincón,43,2,,,,Fijo,21.02070868,-101.8576465,2019-11
9098480,VALLE DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MOLINITO,CALLE,JOSE MURILLO,AVENIDA,CENTRAL,AVENIDA,CENTRAL,32,,,,,,COLONIA,MOLINITO DEL CERRITO,,,,38400,11,GUANAJUATO,42,Valle de Santiago,1,Valle de Santiago,023A,57,,,,Fijo,20.40573805,-101.1967867,2019-11
8066778,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CAMELIA SUR,CALLE,AGUSTIN LANUZA PONIENTE,CALLE,MANUEL ACUÑA PONIENTE,CALLE,MAGNOLIA SUR,302,,,,0,,COLONIA,DEL VALLE,,,,38470,11,GUANAJUATO,18,Jaral del Progreso,1,Jaral del Progreso,008A,15,,,,Fijo,20.37197974,-101.0663408,2019-11
8066862,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,16 DE SEPTIEMBRE,CALLE,MIGUEL HIDALGO,CALLE,BENITO JUAREZ,CALLE,MANUEL DOBLADO,404,,,,0,,COLONIA,SALVATIERRA CENTRO,,,,38900,11,GUANAJUATO,28,Salvatierra,1,Salvatierra,495,18,4611794962,,,Fijo,20.2166813,-100.8826389,2019-11
7977197,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,BOULEVARD,LA LUZ,CALLE,PROLONGACION ANCHA,BOULEVARD,BARRIO DE GUADALUPE,PROLONGACION,ESPAÑITA,1774,,,,,,COLONIA,GUADALUPE,,,,37289,11,GUANAJUATO,20,León,1,León de los Aldama,1264,13,4774292387,ENFREWOLF@HOTMAIL.COM,,Fijo,21.11784991,-101.640678,2019-11
8630447,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ADALBERTO EL DUMBO,BOULEVARD,VILLAS DE SAN JUAN,AVENIDA,CONSTELACIONES,CALLE,ALFONSO EL CAPI MONTEMAYOR,110,A,,,,,FRACCIONAMIENTO,VILLAS DE SAN JUAN II SECCION,,,,37295,11,GUANAJUATO,20,León,1,León de los Aldama,4786,9,,,,Fijo,21.10657139,-101.5817999,2019-11
8598535,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CALLE DEL NARANJO,CALLE,CALLE DEL CIPRES,CALLE,CALLE DEL ÁLAMO,CALLE,MANUEL DOBLADO,45,,,,,,COLONIA,CENTRO,,,,38400,11,GUANAJUATO,42,Valle de Santiago,1,Valle de Santiago,418,16,,,,Fijo,20.38665419,-101.1856467,2019-11
7303296,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MORELOS,CALLE,FRANCISCO JAVIER MINA,CALLE,ALLENDE,CALLE,IGNACIO ZARAGOZA,,SN,,,,,COLONIA,CENTRO,,,,37991,11,GUANAJUATO,32,San José Iturbide,15,El Capulín,483,1,,,,Fijo,21.04476698,-100.3248937,2019-11
1142924,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,BOULEVARD,HILARIO MEDINA,CALLE,FERNANDO DE MAGALLANES,CALLE,SEBASTIAN EL CANO,CALLE,CUBILETE,4213,A,,,,,COLONIA,PROVIDENCIA,,,,37234,11,GUANAJUATO,20,León,1,León de los Aldama,3059,21,,,,Fijo,21.14120425,-101.6548485,2010-07
1121381,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SANCHEZ TORRADO,CALLE,MARIANO ABASOLO,AVENIDA,AVENIDA DEL TRABAJO,CALLE,5 DE MAYO,400,,MERCADO PUBLICO,5,0,,COLONIA,SALAMANCA CENTRO,MERCADO PUBLICO,MERCADO TOMASA ESTEVES,41,36700,11,GUANAJUATO,27,Salamanca,1,Salamanca,163,24,,,,Fijo,20.57323038,-101.1996845,2010-07
1133859,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,POPOCATEPETL,CALLE,SEVILLA,CALLE,SORIA,CALLE,IZTACCÍHUATL,706,,,,,,COLONIA,PILETAS I Y II,,,,37310,11,GUANAJUATO,20,León,1,León de los Aldama,266,19,,,,Fijo,21.13886645,-101.7053506,2010-07
1253420,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JONACATEPEC,AVENIDA,IRRIGACION,CALLE,JESUS NAVARRO,CALLE,OTILIO MONTAÑO,111,,,,,,COLONIA,EMILIANO ZAPATA,,,,38030,11,GUANAJUATO,7,Celaya,1,Celaya,438,22,4611780846,,,Fijo,20.53775696,-100.799136,2014-12
1257300,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ARTEAGA,CALLE,ALAMEDA,CALLE,OBREGON ORIENTE,CALLE,IGNACIO ALLENDE,29,,,,,,COLONIA,TARIMORO CENTRO,,,,38700,11,GUANAJUATO,39,Tarimoro,1,Tarimoro,145,25,,,,Fijo,20.29038954,-100.7547985,2014-12
1243325,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,IGNACIO CAMARGO,CALLE,JOSE ROSAS MORENO,CALLE,GENERAL JESUS GONZALEZ ORTEGA,CALLE,PROFESORA MACEDONIA NIÑO,,SN,,,,,BARRIO,DE SAN JUAN DE DIOS,,,,38000,11,GUANAJUATO,7,Celaya,1,Celaya,211,21,,,,Fijo,20.51502977,-100.8164518,2014-12
1243336,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,IGNACIO CAMARGO,CALLE,GENERAL JESUS GONZALEZ ORTEGA,CALLE,PIPILA,OTRO (ESPECIFIQUE),BARDA,117,,,,,,COLONIA,CENTRO,,,,38000,11,GUANAJUATO,7,Celaya,1,Celaya,211,15,,,,Fijo,20.51759615,-100.8165709,2014-12
1211093,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MANUEL MENDIVIL,CALLE,JESUS GOMEZ,CALLE,AGUSTIN ZARAGOZA,AVENIDA,AVENIDA DE LA REFORMA,228,,,,,,COLONIA,CIUDAD DEPORTIVA,,,,36612,11,GUANAJUATO,17,Irapuato,1,Irapuato,538,2,,,,Fijo,20.69430407,-101.3724817,2014-12
6203203,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PASEO DE SAN NICOLAS DE PARRA,CALLE,EJIDO SEGUNDA FRACCION DE CRESPO,CALLE,EJIDO DE SAN NICOLAS DE PARRA,CALLE,EJIDO PRESA BLANCA,,SN,,,,,COLONIA,EJIDAL,,,,38090,11,GUANAJUATO,7,Celaya,1,Celaya,096A,9,,,,Fijo,20.51054791,-100.8277642,2014-12
8065708,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MARIANO ARISTA,CALLE,MIGUEL HIDALGO,CALLE,DR. MORA,CALLE,JOSE MA. MORELOS,6,,,,,,COLONIA,ZONA CENTTRO,,,,38200,11,GUANAJUATO,9,Comonfort,1,Comonfort,57,31,,,,Fijo,20.71967633,-100.7625681,2019-11
7412658,VENTA DE MIEL DE ABEJA MIELERA REYNA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,LUCRECIA,CALLE,CARMELITA,CALLE,ROSAURA,CALLE,ELENA,116,A,,,0,,COLONIA,PEÑITAS,,,,37180,11,GUANAJUATO,20,León,1,León de los Aldama,181,6,,,,Fijo,21.14478924,-101.6835197,2019-11
1189166,VENTA DE MIEL DE ABEJA ROSITA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,NAVARRA,CALLE,MONTILLA,CALLE,SEGOVIA,CALLE,ARANJUEZ,601,,,,,,COLONIA,LOMAS VISTA HERMOSA SUR,,,,37330,11,GUANAJUATO,20,León,1,León de los Aldama,459,5,,,,Fijo,21.13041545,-101.7122466,2014-12
7783715,VENTA DE MIEL DE ABEJA SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,POPOCATEPETL,CALLE,SORIA,CALLE,TARRAGONA,CALLE,AJUSCO,615,,,,0,,COLONIA,PILETAS I Y II,,,,37310,11,GUANAJUATO,20,León,1,León de los Aldama,266,6,4773781034,,,Fijo,21.1386157,-101.704461,2019-11
7783143,VENTA DE MIEL DE ABEJA SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,NINGUNO,CALLE,CERRITO ÓMICRON,CALLE,NINGUNO,CALLE,AGUAMARINA,,SN,,,,,COLONIA,CERRITO AMARILLO,,,,37353,11,GUANAJUATO,20,León,1,León de los Aldama,5407,1,,,,Fijo,21.13597117,-101.7311126,2019-11
8644129,VENTA DE MIEL DE ABEJA SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SALAMANCA,CALLE,DOCTOR MORA,CALLE,PENJAMO,CALLE,SILAO,403,,,,,,COLONIA,GUANAJUATO,,,,38900,11,GUANAJUATO,28,Salvatierra,1,Salvatierra,141,22,,,,Fijo,20.20908231,-100.8709717,2019-11
1201890,VENTA DE MIEL LUNA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,PROLONGACION,CALZADA DE LA LUZ,CALLE,FRANCISCO GONZALEZ BOCANEGRA,CALLE,JUAN DE DIOS PEZA,CALLE,ANTONIO PLAZA,49,,,,,,COLONIA,GUADALUPE,,,,37710,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende,72,4,4151134742,PROYECTOSLN@YAHOO.COM,,Fijo,20.91872228,-100.7454847,2014-12
7303393,VENTA DE MIEL ORGANICA EL ENJAMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,GUERRERO,CALLE,TAMAULIPAS,CALLE,DISTRITO FEDERAL,CALLE,PUEBLA,54,,,,,,CIUDAD,DOLORES HIDALGO CENTRO,,,,37800,11,GUANAJUATO,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional,108,20,,,,Fijo,21.15539615,-100.9307514,2019-11
7793908,VENTA DE MIEL PURA DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PRIMAVERA ORIENTE,CALLE,JARDIN SUR,CALLE,MORELOS SUR,CALLE,LEANDRO VALLE ORIENTE,112,,,,0,,COLONIA,ABASOLO CENTRO,,,,36970,11,GUANAJUATO,1,Abasolo,1,Abasolo,63,8,,,,Fijo,20.45029934,-101.5284252,2019-11
7910961,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CARRETERA,A MORELIA,CALLE,LIBRAMIENTO ACAMBARO-SALVATIERRA,PROLONGACION,20 DE NOVIEMBRE,PROLONGACION,20 DE NOVIEMBRE,1421,,,,,,COLONIA,EDUARDO MORALES HERREJON,,,,38676,11,GUANAJUATO,2,Acámbaro,1,Acámbaro,465,5,,,,Fijo,20.00270702,-100.7301691,2019-11
7911880,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,16 DE SEPTIEMBRE,CALLE,16 DE SEPTIEMBRE,CALLE,JUAREZ,CALLE,INDEPENDENCIA,23,,,,,,COLONIA,BARRIO ALTO,,,,38700,11,GUANAJUATO,39,Tarimoro,1,Tarimoro,164,3,,,,Fijo,20.28002418,-100.7541951,2019-11
7943201,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CIRCUITO,MARIA IZQUIERDO,CIRCUITO,MARIA IZQUIERDO,CALLE,SIN REFERENCIA,CALLE,SIN REFERENCIA,151,A,,,,,FRACCIONAMIENTO,HACIENDA DEL BOSQUE,,,,38020,11,GUANAJUATO,7,Celaya,1,Celaya,2434,34,,,,Fijo,20.55445142,-100.858904,2019-11
8609727,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JOSE MARIA MORELOS,BOULEVARD,PASEO DE LA JUVENTUD,CALLE,IGNACIO LOPEZ RAYON,CALLE,ALDAMA,414,,,,,,COLONIA,CORTAZAR CENTRO,,,,38300,11,GUANAJUATO,11,Cortazar,1,Cortazar,006A,17,,,,Fijo,20.4834842,-100.9674789,2019-11
8474926,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,INDEPENDENCIA,CALLE,SINALOA,CALLE,SAN PEDRO,CALLE,SALTILLO,1975,,,,,,COLONIA,MIGUEL HIDALGO,,,,36550,11,GUANAJUATO,17,Irapuato,1,Irapuato,237,12,,,,Fijo,20.66923743,-101.3677054,2019-11
1185496,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SAN LUIS DE LA PAZ,CALLE,MOROLEON,CALLE,ITALIA,CALLE,DOLORES,218,,,,,,COLONIA,LA MODERNA,,,,37328,11,GUANAJUATO,20,León,1,León de los Aldama,029A,16,,,,Fijo,21.13374555,-101.6891738,2014-12
1235227,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MIGUEL HIDALGO,CALLE,ÁLVARO OBREGON,CALLE,EMILIANO ZAPATA,CALLE,BENITO JUÁREZ,54,,,,,,COLONIA,CENTRO,,,,38970,11,GUANAJUATO,36,Santiago Maravatío,1,Santiago Maravatío,54,17,,,,Fijo,20.17174884,-100.9948459,2014-12
1235305,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,PRIVADA,PIPILA,PRIVADA,NINGUNO,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,ALDAMA,19,,,,0,,BARRIO,DE LA CRUZ,,,,38970,11,GUANAJUATO,36,Santiago Maravatío,1,Santiago Maravatío,004A,9,,,,Fijo,20.17384145,-100.9879699,2014-12
1334649,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PLAZUELA MIGUEL HIDALGO,CALLE,LEANDRO VALLE,CALLE,SANTOS DEGOLLADO,AVENIDA,MANUEL DOBLADO,0,SN,,,143,143 Y 166 MESAS,COLONIA,IRAPUATO CENTRO,,,,36500,11,GUANAJUATO,17,Irapuato,1,Irapuato,186,4,,,,Fijo,20.67406841,-101.3458622,2010-07
1309450,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,VIOLETA,CALLE,2 DE ABRIL,CALLE,SANTOS DEGOLLADO,PROLONGACION,2 DE ABRIL,20,,,,,,COLONIA,NIÑOS HEROES,,,,38850,11,GUANAJUATO,21,Moroleón,1,Moroleón,263,14,,,,Fijo,20.12658199,-101.1958894,2010-07
7304321,VENTA DE MIEL Y FRIJOL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,21 DE MARZO,CALLE,PALMA,CALLE,15 DE SEPTIEMBRE,CALLE,PRIMERO DE MAYO,22,,,,,,COLONIA,SAN AGUSTIN,,,,37800,11,GUANAJUATO,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional,358,17,,,,Fijo,21.15813739,-100.9104835,2019-11
1219534,VENTA DE MIEL Y LECHE SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JOSE MURILLO,CALLE,PEDRO GONZALEZ,CALLE,ENRAMADA,CALLE,NINGUNO,2,,,,,,COLONIA,MOLINITO DEL CERRITO,,,,38400,11,GUANAJUATO,42,Valle de Santiago,1,Valle de Santiago,023A,35,,,,Fijo,20.40504951,-101.1963022,2014-12
1346778,VENTA DE MIEL Y PRODUCTOS DERIVADOS,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,TECNOLOGICO,CALLE,HORTENSIA,CALLE,MARGARITA,CALLE,AZALEA,40,A,,,,,COLONIA,VALLE HERMOSO,,,,38010,11,GUANAJUATO,7,Celaya,1,Celaya,1277,23,4616115414,,,Fijo,20.53967999,-100.8203974,2010-07
8474749,VENTA DE MIEL Y PUELCERAS,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MARIANO JIMENEZ NORTE,CALLE,IGNACIO ALLENDE,PROLONGACION,FRANCISCO I. MADERO PONIENTE,CALLE,CARRILLO PUERTO,111,,,,0,,COLONIA,ZONA CENTRO,,,,36890,11,GUANAJUATO,24,Pueblo Nuevo,1,Pueblo Nuevo,34,14,,,,Fijo,20.52605346,-101.3717912,2019-11
9207578,VENTA DE PAN Y MIEL DOÑA TINA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SAN MIGUEL,CALLE,J. JESUS MONTAÑO,CALLE,LAZARO CARDENAS,CALLE,J. JESÚS MONTAÑO,,SN,,,,,LOCALIDAD,CERANO (SAN JUAN CERANO),,,,38961,11,GUANAJUATO,46,Yuriria,12,Cerano (San Juan Cerano),169,11,,,,Fijo,20.10819927,-101.387715,2019-11
8143942,VENTA DE QUESOS Y MIEL,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,CALLE,MARIANO ABASOLO,CALLE,PRIMERO DE MAYO,CALLE,JOSE MARIA MORELOS,CALLE,VICENTE GUERRERO,7,,,,,,COLONIA,CENTRO,,,,38600,11,GUANAJUATO,2,Acámbaro,1,Acámbaro,94,13,,,,Fijo,20.0336231,-100.7226623,2019-11
1269329,VENTAD DE LACTEOS Y MIEL SIN NOMBRE,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,AVENIDA,MIGUEL ALEMAN,CALLE,COLIMA,CALLE,LEONA VICARIO,CALLE,AMORES,112,,MERCADO PUBLICO,5,10,,COLONIA,OBRERA,MERCADO PUBLICO,DESCARGUE ESTELLA,10,37340,11,GUANAJUATO,20,León,1,León de los Aldama,622,12,4777167320,,,Fijo,21.12295694,-101.6864625,2010-07
1322255,PREPARACIÓN DE GELATINAS Y MIEL,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,CALLE,RAFAEL CORRALES AYALA,CALLE,MARTIRES DE TACUBAYA,CALLE,MARIANO ABASOLO,CALLE,CALLE DEL BODO,86,,,,,,COLONIA,LOMA PLAZA MARTINEZ,,,,38542,11,GUANAJUATO,19,Jerécuaro,1,Jerécuaro,123,9,,,,Fijo,20.15627007,-100.5057266,2014-12
8516273,BODEGA Y EXTRACCION DE MIEL SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,7,PROLONGACION,MIGUEL HIDALGO,CALLE,10 DE MAYO,CALLE,12,,SN,,,,,COLONIA,ACADEMIA DE POLICIA,,,,40930,12,GUERRERO,11,Atoyac de Álvarez,1,Atoyac de Álvarez,596,20,7531135755,,,Fijo,17.21069984,-100.422595,2019-11
7328692,MIEL AMUZGA DE ZACOALPAN,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,INDEPENDENCIA,CALLE,NINGUNO,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,CONSTITUCIÓN,0,SN,,,0,,BARRIO,DE LA SECUNDARIA,,,,41710,12,GUERRERO,46,Ometepec,35,Zacoalpan,36,32,,,,Fijo,16.7448865,-98.28859987,2019-11
7958416,MIEL LA COLMENA TECAMPANERA DE TELOLOAPAN,,311999,Elaboración de otros alimentos,0 a 5 personas,AVENIDA,VICENTE GUERRERO,CALLE,BENITO JUAREZ,CALLE,ALLENDE,CALLE,INDEPENDENCIA,59,,,,0,,COLONIA,TELOLOAPAN CENTRO,,,,40400,12,GUERRERO,58,Teloloapan,1,Teloloapan,200,2,,,,Fijo,18.36531376,-99.87084372,2019-11
7285331,PRODUCCION Y VENTA DE MIEL SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,MONTERREY,CALLE,REFORMA,AVENIDA,BENITO JUAREZ,CALLE,HERMENEGILDO GALEANA,,SN,,,,,BARRIO,NUEVO,,,,41970,12,GUERRERO,36,Igualapa,1,Igualapa,44,17,,,,Fijo,16.74331851,-98.47835944,2019-11
7605012,VENTA DE MIEL DE ABEJA,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,FRANCISCO SANTA MARIA,CERRADA,ALLENDE,PRIVADA,ALDAMA,OTRO (ESPECIFIQUE),SIN REFERENCIA,0,SN,,,0,,COLONIA,LA GUADALUPE,,,,41940,12,GUERRERO,23,Cuajinicuilapa,1,Cuajinicuilapa,120,47,,,,Fijo,16.46646788,-98.41522993,2019-11
8438854,VENTA DE MIEL DE ABEJA SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,PROLONGACION,10 PONIENTE,CALLE,SANTO DOMINGO,CALLE,10 PONIENTE,PROLONGACION,8 PONIENTE,2104,,,,,,COLONIA,PROGRESO,,,,41107,12,GUERRERO,28,Chilapa de Álvarez,1,Chilapa de Álvarez,358,42,7561037491,,,Fijo,17.59997365,-99.18371993,2019-11
8619827,VENTA DE MIEL LA GRANJA,,311999,Elaboración de otros alimentos,0 a 5 personas,AVENIDA,CUAUHTEMOC,CALLE,NICOLAS BRAVO,CALLE,CALLE DE LA CULTURA,CALLE,ELÍSEO AMAYA,,SN,,,,,COLONIA,SAN NICOLAS,,,,41960,12,GUERRERO,23,Cuajinicuilapa,26,San Nicolás,039A,19,7411355656,,,Fijo,16.41565619,-98.52309972,2019-11
1477913,VENTA DE MIEL SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,VICENTE GUERRERO,AVENIDA,BENITO JUAREZ,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,MELCHOR OCAMPO,,SN,,,,,BARRIO,NUEVO,,,,41970,12,GUERRERO,36,Igualapa,1,Igualapa,44,13,7411110933,ONESIMOREYES31@HOTMAIL.COM,,Fijo,16.74486708,-98.47927299,2010-07
1402895,"VENTA DE MIEL, POLEN Y JALEA REAL",,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,RUBI,CALLE,LA ESMERALDA,CARRETERA,FEDERAL ACAPULCO DE JUAREZ-ZIHUATANEJO,CALLE,SIN REFERENCIA,,SN,,,,,COLONIA,LA ESMERALDA,,,,40830,12,GUERRERO,48,Petatlán,1,Petatlán,670,37,,,,Fijo,17.54156805,-101.2762248,2014-12
1447931,COM PRA Y VENTA DE MIEL DE ABEJA SEMILLAS Y ESTAMBRES,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CONSTITUYENTES DEL 57,CALLE,JIMENEZ,CALLE,LOS MAGOS,CALLE,NINGUNO,,SN,,,,,COLONIA,Apaxtla de Castrejón Centro,,,,40535,12,GUERRERO,6,Apaxtla,1,Ciudad Apaxtla de Castrejón,295,10,,,,Fijo,18.1311332,-99.93320235,2014-12
1371943,COMPRA VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ORION,AVENIDA,BACHILLERES,CALLE,VIA LACTEA,CALLE,ALDEBARÁN,15,,,,,,COLONIA,GUERRERO 200,,,,39097,12,GUERRERO,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo,1245,37,,,,Fijo,17.53120346,-99.48417296,2010-07
7285003,COMPRA Y VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MIGUEL HIDALGO,PRIVADA,NINGUNO,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,ANTONIO GUZMÁN,,SN,,,,,COLONIA,CENTRO,,,,41702,12,GUERRERO,46,Ometepec,7,Cochoapa,375,21,,,,Fijo,16.72166469,-98.37287161,2019-11
8619854,COMPRA-VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,ANDADOR,NINGUNO,ANDADOR,NINGUNO,ANDADOR,NINGUNO,CALLE,NINGUNO,8,,,,,,FRACCIONAMIENTO,UNIDAD HAB BOSQUES DE LAS LOMAS,,,,39016,12,GUERRERO,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo,2135,4,7472527549,,,Fijo,17.5725511,-99.52382275,2019-11
1407464,CREMERIA LECHE Y MIEL,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,CALLE,NINGUNO,CALLE,NINGUNO,CARRETERA,EL QUEMADO,CALLE,NINGUNO,1,,BODEGA 21,17,21,,COLONIA,2 DE FEBRERO,CENTRAL DE ABASTO,CENTRAL DE ABASTOS,21,39750,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,5073,35,,,,Fijo,16.90838517,-99.82624371,2014-12
7896602,DERIVADOS DE LA MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,LAS PALMAS,CALLE,HEROICO COLEGIO MILITAR,CALLE,MANGOS,CALLE,LAS PALAPAS,,SN,,,32,A,COLONIA,CENTRO,,,,40880,12,GUERRERO,38,Zihuatanejo de Azueta,1,Zihuatanejo,617,5,,,,Fijo,17.64288705,-101.5552236,2019-11
7284435,EXPENDIO DE MIEL ORGANICA ILIATENCO,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,5 DE MAYO,CALLE,16 DE SEPTIEMBRE,CALLE,16 DE SEPTIEMBRE,,SN,,,,,COLONIA,CENTRO,,,,41500,12,GUERRERO,81,Iliatenco,1,Iliatenco,16,13,,,,Fijo,17.04484333,-98.68630746,2019-11
7284596,LA VENTA DE MIEL ILIA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,16 DE SEPTIEMBRE,PRIVADA,NICOLAS BRAVO,CALLE,NINGUNO,OTRO (ESPECIFIQUE),CAMINO,36,,,,,,COLONIA,CENTRO,,,,41530,12,GUERRERO,81,Iliatenco,1,Iliatenco,16,45,,,,Fijo,17.04712077,-98.68460949,2019-11
9191853,LOCAL DE PRODUCTOS DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CARRETERA,FEDERAL A TAXCO,AVENIDA,SUR,CALLE,NORTE,CALLE,PONIENTE 2,2500,,,,328,328,COLONIA,INSURGENTES,,,,40034,12,GUERRERO,35,Iguala de la Independencia,1,Iguala de la Independencia,352,17,,,,Semifijo,18.36609415,-99.52795496,2019-11
